CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,YEAR
99,CN,117804,B,22,0,,2.43795,1.28457,0.20665,LARANJA,1131,,0,2022
98,CN,68675,B,24,0,,0.85017,1.33141,0.23031,LARANJA,1131,,0,2022
97,CN,84518,B,30,0,,0.88448,0.07593,0.20465,LARANJA,1131,,0,2022
96,CN,9418,A,25,0,,1.74002,0.45729,0.16583,LARANJA,1131,,0,2022
95,CN,97758,C,17,0,,1.91487,1.0638,0.30701,LARANJA,1131,,0,2022
94,CN,111596,D,11,0,,1.45373,0.03244,0.1846,LARANJA,1131,,0,2022
93,CN,8948,A,18,0,,1.01623,0.29908,0.14929,LARANJA,1131,,0,2022
92,CN,97899,C,20,0,,1.79737,0.84348,0.23306,LARANJA,1131,,0,2022
91,CN,62871,D,15,0,,1.49902,-0.8741,0.20865,LARANJA,1132,,1,2022
135,CN,33229,E,30,0,,2.0763,-0.17376,0.19541,LARANJA,1132,,1,2022
134,CN,83635,D,21,0,,1.71246,0.05316,0.18217,LARANJA,1132,,1,2022
133,CN,85952,E,4,0,,2.20432,0.14133,0.21042,LARANJA,1132,,1,2022
132,CN,56145,B,8,0,,1.78305,0.46449,0.1751,LARANJA,1132,,1,2022
131,CN,84278,D,23,0,,1.88967,0.77924,0.24389,LARANJA,1132,,1,2022
130,CN,49900,B,10,0,,2.16971,0.32789,0.17424,LARANJA,1132,,1,2022
129,CN,7778,A,17,0,,2.20709,1.17479,0.13632,LARANJA,1132,,1,2022
128,CN,85778,B,1,0,,1.09013,0.92247,0.21878,LARANJA,1132,,1,2022
127,CN,96553,C,13,0,,3.12774,0.99373,0.17247,LARANJA,1132,,1,2022
126,CN,63515,A,18,0,,1.99626,2.00022,0.0793,LARANJA,1132,,1,2022
125,CN,60566,C,6,0,,0.98753,1.67417,0.23708,LARANJA,1132,,1,2022
124,CN,17304,D,16,0,,2.11952,1.60028,0.16151,LARANJA,1132,,1,2022
123,CN,141632,C,26,0,,2.61096,1.42317,0.10974,LARANJA,1132,,1,2022
122,CN,23093,E,7,0,,1.8571,2.11084,0.23629,LARANJA,1132,,1,2022
121,CN,63073,A,22,0,,1.80612,1.728,0.08782,LARANJA,1132,,1,2022
120,CN,82938,B,2,0,,2.0547,1.54234,0.16565,LARANJA,1132,,1,2022
119,CN,54319,A,6,0,,1.93662,2.02347,0.24871,LARANJA,1132,,1,2022
118,CN,41146,D,12,0,,1.74235,2.13331,0.17611,LARANJA,1132,,1,2022
117,CN,60204,B,24,0,,1.72568,1.5572,0.24579,LARANJA,1132,,1,2022
116,CN,126550,A,10,0,,1.30415,2.05027,0.15354,LARANJA,1132,,1,2022
115,CN,54377,A,28,0,,1.80497,2.09437,0.22201,LARANJA,1132,,1,2022
114,CN,85550,E,19,0,,2.67259,1.32138,0.16336,LARANJA,1132,,1,2022
113,CN,89498,C,5,0,,2.1205,2.22819,0.24515,LARANJA,1132,,1,2022
112,CN,84525,A,8,0,,2.68089,2.60936,0.09883,LARANJA,1132,,1,2022
111,CN,86983,A,14,0,,2.88311,2.03256,0.09109,LARANJA,1132,,1,2022
110,CN,126522,E,1,0,,2.69504,2.52871,0.16617,LARANJA,1132,,1,2022
109,CN,7771,D,9,0,,1.65804,1.70127,0.26083,LARANJA,1132,,1,2022
108,CN,32497,D,27,0,,1.63721,2.01009,0.25279,LARANJA,1132,,1,2022
107,CN,111481,B,5,0,,2.3075,2.50088,0.14404,LARANJA,1132,,1,2022
106,CN,83581,E,29,0,,1.84534,1.56818,0.19587,LARANJA,1132,,1,2022
105,CN,117762,C,27,0,,2.47198,1.66246,0.13963,LARANJA,1132,,1,2022
104,CN,64099,D,20,0,,2.20036,1.93466,0.24483,LARANJA,1132,,1,2022
103,CN,95507,B,3,0,,1.61069,0.9877,0.20411,LARANJA,1132,,1,2022
102,CN,68024,D,25,0,,3.42533,1.55348,0.21628,LARANJA,1132,,1,2022
101,CN,85780,C,7,0,,2.05726,1.50523,0.16938,LARANJA,1132,,1,2022
100,CN,85169,C,23,0,,2.33483,0.70487,0.12771,LARANJA,1132,,1,2022
99,CN,117804,B,22,0,,2.43795,1.28457,0.20665,LARANJA,1132,,1,2022
98,CN,68675,B,24,0,,0.85017,1.33141,0.23031,LARANJA,1132,,1,2022
97,CN,84518,B,30,0,,0.88448,0.07593,0.20465,LARANJA,1132,,1,2022
96,CN,9418,A,25,0,,1.74002,0.45729,0.16583,LARANJA,1132,,1,2022
95,CN,97758,C,17,0,,1.91487,1.0638,0.30701,LARANJA,1132,,1,2022
94,CN,111596,D,11,0,,1.45373,0.03244,0.1846,LARANJA,1132,,1,2022
93,CN,8948,A,18,0,,1.01623,0.29908,0.14929,LARANJA,1132,,1,2022
92,CN,97899,C,20,0,,1.79737,0.84348,0.23306,LARANJA,1132,,1,2022
46,CH,96017,A,13,0,,1.18506,2.00777,0.19176,AZUL,1135,,0,2022
90,CH,141062,A,6,0,,2.7926,0.38416,0.19484,AZUL,1135,,0,2022
89,CH,97875,E,11,0,,0.80836,0.73522,0.18442,AZUL,1135,,0,2022
88,CH,89148,C,4,0,,1.47439,0.375,0.174,AZUL,1135,,0,2022
87,CH,111955,C,3,0,,2.32506,1.21057,0.08142,AZUL,1135,,0,2022
86,CH,140222,C,5,0,,2.20684,0.49143,0.16913,AZUL,1135,,0,2022
85,CH,97710,C,2,0,,2.30268,2.77269,0.20734,AZUL,1135,,0,2022
84,CH,96531,A,3,0,,1.93047,1.3278,0.31414,AZUL,1135,,0,2022
83,CH,140589,C,18,0,,1.90997,0.43177,0.17218,AZUL,1135,,0,2022
82,CH,141330,E,17,0,,2.5062,0.59575,0.20026,AZUL,1135,,0,2022
81,CH,84166,C,15,0,,1.69897,1.58407,0.24098,AZUL,1135,,0,2022
80,CH,141012,B,15,0,,2.66229,1.4555,0.15398,AZUL,1135,,0,2022
79,CH,140448,A,17,0,,3.25322,0.38837,0.2039,AZUL,1135,,0,2022
78,CH,88321,D,27,0,,1.72576,1.21177,0.12231,AZUL,1135,,0,2022
77,CH,141120,E,12,0,,3.22378,0.16145,0.19911,AZUL,1135,,0,2022
76,CH,38284,D,13,0,,1.12991,1.47834,0.18572,AZUL,1135,,0,2022
75,CH,26266,B,6,0,,1.21623,2.32907,0.27728,AZUL,1135,,0,2022
74,CH,111858,B,21,0,,1.47839,0.98914,0.11347,AZUL,1135,,0,2022
73,CH,141373,A,20,0,,1.7185,0.37675,0.19647,AZUL,1135,,0,2022
72,CH,140524,B,2,0,,3.14882,0.15644,0.1973,AZUL,1135,,0,2022
71,CH,111947,B,25,0,,1.85179,0.16222,0.24226,AZUL,1135,,0,2022
70,CH,111797,A,7,0,,0.85804,0.04376,0.19339,AZUL,1135,,0,2022
69,CH,27016,C,26,0,,1.9882,1.93009,0.21279,AZUL,1135,,0,2022
68,CH,87862,C,2,0,,1.95212,0.2234,0.17538,AZUL,1135,,0,2022
67,CH,141124,C,28,0,,1.88304,0.18672,0.20043,AZUL,1135,,0,2022
66,CH,118107,D,21,0,,1.64494,-0.6571,0.20244,AZUL,1135,,0,2022
65,CH,141304,B,29,0,,1.67473,0.01612,0.19993,AZUL,1135,,0,2022
64,CH,96676,D,22,0,,1.62818,1.50116,0.16516,AZUL,1135,,0,2022
63,CH,97182,A,1,0,,1.23597,0.07834,0.19596,AZUL,1135,,0,2022
62,CH,118014,A,9,0,,1.5237,1.32003,0.22572,AZUL,1135,,0,2022
61,CH,140422,D,27,0,,2.10338,1.83766,0.16224,AZUL,1135,,0,2022
60,CH,140198,B,27,0,,1.17746,-0.4538,0.19805,AZUL,1135,,0,2022
59,CH,141141,C,11,0,,1.21209,0.55311,0.20862,AZUL,1135,,0,2022
58,CH,118141,B,25,0,,2.31834,0.68056,0.18756,AZUL,1135,,0,2022
57,CH,111782,B,11,0,,2.26375,1.88337,0.11935,AZUL,1135,,0,2022
56,CH,84889,C,24,0,,2.2274,1.13094,0.18159,AZUL,1135,,0,2022
55,CH,97405,A,8,0,,2.26097,0.38595,0.21827,AZUL,1135,,0,2022
54,CH,141356,E,10,0,,2.87862,0.56552,0.16946,AZUL,1135,,0,2022
53,CH,140431,B,14,0,,1.84867,1.82987,0.24446,AZUL,1135,,0,2022
52,CH,141133,D,13,0,,3.00939,-0.93143,0.1978,AZUL,1135,,0,2022
51,CH,141071,E,30,0,,1.9274,1.50522,0.24292,AZUL,1135,,0,2022
50,CH,97671,B,25,0,,1.64294,1.66613,0.28317,AZUL,1135,,0,2022
49,CH,85036,A,8,0,,2.13934,0.64135,0.21384,AZUL,1135,,0,2022
48,CH,84498,B,16,0,,1.75403,2.88546,0.32846,AZUL,1135,,0,2022
47,CH,49174,D,20,0,,1.51268,0.35348,0.15001,AZUL,1135,,0,2022
46,CH,141373,A,20,0,,1.7185,0.37675,0.19647,AMARELA,1136,,0,2022
90,CH,141124,C,28,0,,1.88304,0.18672,0.20043,AMARELA,1136,,0,2022
89,CH,118107,D,21,0,,1.64494,-0.6571,0.20244,AMARELA,1136,,0,2022
88,CH,141304,B,29,0,,1.67473,0.01612,0.19993,AMARELA,1136,,0,2022
87,CH,96676,D,22,0,,1.62818,1.50116,0.16516,AMARELA,1136,,0,2022
86,CH,97182,A,1,0,,1.23597,0.07834,0.19596,AMARELA,1136,,0,2022
85,CH,118014,A,9,0,,1.5237,1.32003,0.22572,AMARELA,1136,,0,2022
84,CH,140422,D,27,0,,2.10338,1.83766,0.16224,AMARELA,1136,,0,2022
83,CH,140198,B,27,0,,1.17746,-0.4538,0.19805,AMARELA,1136,,0,2022
82,CH,141141,C,11,0,,1.21209,0.55311,0.20862,AMARELA,1136,,0,2022
81,CH,97875,E,11,0,,0.80836,0.73522,0.18442,AMARELA,1136,,0,2022
80,CH,89148,C,4,0,,1.47439,0.375,0.174,AMARELA,1136,,0,2022
79,CH,111955,C,3,0,,2.32506,1.21057,0.08142,AMARELA,1136,,0,2022
78,CH,140222,C,5,0,,2.20684,0.49143,0.16913,AMARELA,1136,,0,2022
77,CH,85036,A,8,0,,2.13934,0.64135,0.21384,AMARELA,1136,,0,2022
76,CH,84498,B,16,0,,1.75403,2.88546,0.32846,AMARELA,1136,,0,2022
75,CH,49174,D,20,0,,1.51268,0.35348,0.15001,AMARELA,1136,,0,2022
74,CH,96017,A,13,0,,1.18506,2.00777,0.19176,AMARELA,1136,,0,2022
73,CH,118141,B,25,0,,2.31834,0.68056,0.18756,AMARELA,1136,,0,2022
72,CH,111782,B,11,0,,2.26375,1.88337,0.11935,AMARELA,1136,,0,2022
71,CH,84889,C,24,0,,2.2274,1.13094,0.18159,AMARELA,1136,,0,2022
70,CH,97405,A,8,0,,2.26097,0.38595,0.21827,AMARELA,1136,,0,2022
69,CH,141356,E,10,0,,2.87862,0.56552,0.16946,AMARELA,1136,,0,2022
68,CH,140431,B,14,0,,1.84867,1.82987,0.24446,AMARELA,1136,,0,2022
67,CH,141133,D,13,0,,3.00939,-0.93143,0.1978,AMARELA,1136,,0,2022
66,CH,141071,E,30,0,,1.9274,1.50522,0.24292,AMARELA,1136,,0,2022
65,CH,97671,B,25,0,,1.64294,1.66613,0.28317,AMARELA,1136,,0,2022
64,CH,141062,A,6,0,,2.7926,0.38416,0.19484,AMARELA,1136,,0,2022
63,CH,97710,C,2,0,,2.30268,2.77269,0.20734,AMARELA,1136,,0,2022
62,CH,96531,A,3,0,,1.93047,1.3278,0.31414,AMARELA,1136,,0,2022
61,CH,140589,C,18,0,,1.90997,0.43177,0.17218,AMARELA,1136,,0,2022
60,CH,141330,E,17,0,,2.5062,0.59575,0.20026,AMARELA,1136,,0,2022
59,CH,84166,C,15,0,,1.69897,1.58407,0.24098,AMARELA,1136,,0,2022
58,CH,141012,B,15,0,,2.66229,1.4555,0.15398,AMARELA,1136,,0,2022
57,CH,140448,A,17,0,,3.25322,0.38837,0.2039,AMARELA,1136,,0,2022
56,CH,88321,D,27,0,,1.72576,1.21177,0.12231,AMARELA,1136,,0,2022
55,CH,141120,E,12,0,,3.22378,0.16145,0.19911,AMARELA,1136,,0,2022
54,CH,140524,B,2,0,,3.14882,0.15644,0.1973,AMARELA,1136,,0,2022
53,CH,111947,B,25,0,,1.85179,0.16222,0.24226,AMARELA,1136,,0,2022
52,CH,111797,A,7,0,,0.85804,0.04376,0.19339,AMARELA,1136,,0,2022
51,CH,27016,C,26,0,,1.9882,1.93009,0.21279,AMARELA,1136,,0,2022
50,CH,87862,C,2,0,,1.95212,0.2234,0.17538,AMARELA,1136,,0,2022
49,CH,38284,D,13,0,,1.12991,1.47834,0.18572,AMARELA,1136,,0,2022
48,CH,26266,B,6,0,,1.21623,2.32907,0.27728,AMARELA,1136,,0,2022
47,CH,111858,B,21,0,,1.47839,0.98914,0.11347,AMARELA,1136,,0,2022
46,CH,141062,A,6,0,,2.7926,0.38416,0.19484,BRANCA,1137,,0,2022
90,CH,85036,A,8,0,,2.13934,0.64135,0.21384,BRANCA,1137,,0,2022
89,CH,84498,B,16,0,,1.75403,2.88546,0.32846,BRANCA,1137,,0,2022
88,CH,49174,D,20,0,,1.51268,0.35348,0.15001,BRANCA,1137,,0,2022
87,CH,96017,A,13,0,,1.18506,2.00777,0.19176,BRANCA,1137,,0,2022
86,CH,140431,B,14,0,,1.84867,1.82987,0.24446,BRANCA,1137,,0,2022
85,CH,141133,D,13,0,,3.00939,-0.93143,0.1978,BRANCA,1137,,0,2022
84,CH,141071,E,30,0,,1.9274,1.50522,0.24292,BRANCA,1137,,0,2022
83,CH,97671,B,25,0,,1.64294,1.66613,0.28317,BRANCA,1137,,0,2022
82,CH,118141,B,25,0,,2.31834,0.68056,0.18756,BRANCA,1137,,0,2022
81,CH,111782,B,11,0,,2.26375,1.88337,0.11935,BRANCA,1137,,0,2022
80,CH,84889,C,24,0,,2.2274,1.13094,0.18159,BRANCA,1137,,0,2022
79,CH,97405,A,8,0,,2.26097,0.38595,0.21827,BRANCA,1137,,0,2022
78,CH,141356,E,10,0,,2.87862,0.56552,0.16946,BRANCA,1137,,0,2022
77,CH,118014,A,9,0,,1.5237,1.32003,0.22572,BRANCA,1137,,0,2022
76,CH,140422,D,27,0,,2.10338,1.83766,0.16224,BRANCA,1137,,0,2022
75,CH,140198,B,27,0,,1.17746,-0.4538,0.19805,BRANCA,1137,,0,2022
74,CH,141141,C,11,0,,1.21209,0.55311,0.20862,BRANCA,1137,,0,2022
73,CH,141124,C,28,0,,1.88304,0.18672,0.20043,BRANCA,1137,,0,2022
72,CH,118107,D,21,0,,1.64494,-0.6571,0.20244,BRANCA,1137,,0,2022
71,CH,141304,B,29,0,,1.67473,0.01612,0.19993,BRANCA,1137,,0,2022
70,CH,96676,D,22,0,,1.62818,1.50116,0.16516,BRANCA,1137,,0,2022
69,CH,97182,A,1,0,,1.23597,0.07834,0.19596,BRANCA,1137,,0,2022
68,CH,140524,B,2,0,,3.14882,0.15644,0.1973,BRANCA,1137,,0,2022
67,CH,111947,B,25,0,,1.85179,0.16222,0.24226,BRANCA,1137,,0,2022
66,CH,111797,A,7,0,,0.85804,0.04376,0.19339,BRANCA,1137,,0,2022
65,CH,27016,C,26,0,,1.9882,1.93009,0.21279,BRANCA,1137,,0,2022
64,CH,87862,C,2,0,,1.95212,0.2234,0.17538,BRANCA,1137,,0,2022
63,CH,38284,D,13,0,,1.12991,1.47834,0.18572,BRANCA,1137,,0,2022
62,CH,26266,B,6,0,,1.21623,2.32907,0.27728,BRANCA,1137,,0,2022
61,CH,111858,B,21,0,,1.47839,0.98914,0.11347,BRANCA,1137,,0,2022
60,CH,141373,A,20,0,,1.7185,0.37675,0.19647,BRANCA,1137,,0,2022
59,CH,84166,C,15,0,,1.69897,1.58407,0.24098,BRANCA,1137,,0,2022
58,CH,141012,B,15,0,,2.66229,1.4555,0.15398,BRANCA,1137,,0,2022
57,CH,140448,A,17,0,,3.25322,0.38837,0.2039,BRANCA,1137,,0,2022
56,CH,88321,D,27,0,,1.72576,1.21177,0.12231,BRANCA,1137,,0,2022
55,CH,141120,E,12,0,,3.22378,0.16145,0.19911,BRANCA,1137,,0,2022
54,CH,97710,C,2,0,,2.30268,2.77269,0.20734,BRANCA,1137,,0,2022
53,CH,96531,A,3,0,,1.93047,1.3278,0.31414,BRANCA,1137,,0,2022
52,CH,140589,C,18,0,,1.90997,0.43177,0.17218,BRANCA,1137,,0,2022
51,CH,141330,E,17,0,,2.5062,0.59575,0.20026,BRANCA,1137,,0,2022
50,CH,97875,E,11,0,,0.80836,0.73522,0.18442,BRANCA,1137,,0,2022
49,CH,89148,C,4,0,,1.47439,0.375,0.174,BRANCA,1137,,0,2022
48,CH,111955,C,3,0,,2.32506,1.21057,0.08142,BRANCA,1137,,0,2022
47,CH,140222,C,5,0,,2.20684,0.49143,0.16913,BRANCA,1137,,0,2022
46,CH,141141,C,11,0,,1.21209,0.55311,0.20862,ROSA,1138,,0,2022
90,CH,38284,D,13,0,,1.12991,1.47834,0.18572,ROSA,1138,,0,2022
89,CH,26266,B,6,0,,1.21623,2.32907,0.27728,ROSA,1138,,0,2022
88,CH,111858,B,21,0,,1.47839,0.98914,0.11347,ROSA,1138,,0,2022
87,CH,141373,A,20,0,,1.7185,0.37675,0.19647,ROSA,1138,,0,2022
86,CH,140524,B,2,0,,3.14882,0.15644,0.1973,ROSA,1138,,0,2022
85,CH,111947,B,25,0,,1.85179,0.16222,0.24226,ROSA,1138,,0,2022
84,CH,111797,A,7,0,,0.85804,0.04376,0.19339,ROSA,1138,,0,2022
83,CH,27016,C,26,0,,1.9882,1.93009,0.21279,ROSA,1138,,0,2022
82,CH,87862,C,2,0,,1.95212,0.2234,0.17538,ROSA,1138,,0,2022
81,CH,84166,C,15,0,,1.69897,1.58407,0.24098,ROSA,1138,,0,2022
80,CH,141012,B,15,0,,2.66229,1.4555,0.15398,ROSA,1138,,0,2022
79,CH,140448,A,17,0,,3.25322,0.38837,0.2039,ROSA,1138,,0,2022
78,CH,88321,D,27,0,,1.72576,1.21177,0.12231,ROSA,1138,,0,2022
77,CH,141120,E,12,0,,3.22378,0.16145,0.19911,ROSA,1138,,0,2022
76,CH,141062,A,6,0,,2.7926,0.38416,0.19484,ROSA,1138,,0,2022
75,CH,97710,C,2,0,,2.30268,2.77269,0.20734,ROSA,1138,,0,2022
74,CH,96531,A,3,0,,1.93047,1.3278,0.31414,ROSA,1138,,0,2022
73,CH,140589,C,18,0,,1.90997,0.43177,0.17218,ROSA,1138,,0,2022
72,CH,141330,E,17,0,,2.5062,0.59575,0.20026,ROSA,1138,,0,2022
71,CH,97875,E,11,0,,0.80836,0.73522,0.18442,ROSA,1138,,0,2022
70,CH,89148,C,4,0,,1.47439,0.375,0.174,ROSA,1138,,0,2022
69,CH,111955,C,3,0,,2.32506,1.21057,0.08142,ROSA,1138,,0,2022
68,CH,140222,C,5,0,,2.20684,0.49143,0.16913,ROSA,1138,,0,2022
67,CH,140431,B,14,0,,1.84867,1.82987,0.24446,ROSA,1138,,0,2022
66,CH,141133,D,13,0,,3.00939,-0.93143,0.1978,ROSA,1138,,0,2022
65,CH,141071,E,30,0,,1.9274,1.50522,0.24292,ROSA,1138,,0,2022
64,CH,97671,B,25,0,,1.64294,1.66613,0.28317,ROSA,1138,,0,2022
63,CH,85036,A,8,0,,2.13934,0.64135,0.21384,ROSA,1138,,0,2022
62,CH,84498,B,16,0,,1.75403,2.88546,0.32846,ROSA,1138,,0,2022
61,CH,49174,D,20,0,,1.51268,0.35348,0.15001,ROSA,1138,,0,2022
60,CH,96017,A,13,0,,1.18506,2.00777,0.19176,ROSA,1138,,0,2022
59,CH,118141,B,25,0,,2.31834,0.68056,0.18756,ROSA,1138,,0,2022
58,CH,111782,B,11,0,,2.26375,1.88337,0.11935,ROSA,1138,,0,2022
57,CH,84889,C,24,0,,2.2274,1.13094,0.18159,ROSA,1138,,0,2022
56,CH,97405,A,8,0,,2.26097,0.38595,0.21827,ROSA,1138,,0,2022
55,CH,141356,E,10,0,,2.87862,0.56552,0.16946,ROSA,1138,,0,2022
54,CH,141124,C,28,0,,1.88304,0.18672,0.20043,ROSA,1138,,0,2022
53,CH,118107,D,21,0,,1.64494,-0.6571,0.20244,ROSA,1138,,0,2022
52,CH,141304,B,29,0,,1.67473,0.01612,0.19993,ROSA,1138,,0,2022
51,CH,96676,D,22,0,,1.62818,1.50116,0.16516,ROSA,1138,,0,2022
50,CH,97182,A,1,0,,1.23597,0.07834,0.19596,ROSA,1138,,0,2022
49,CH,118014,A,9,0,,1.5237,1.32003,0.22572,ROSA,1138,,0,2022
48,CH,140422,D,27,0,,2.10338,1.83766,0.16224,ROSA,1138,,0,2022
47,CH,140198,B,27,0,,1.17746,-0.4538,0.19805,ROSA,1138,,0,2022
46,CH,141062,A,6,0,,2.7926,0.38416,0.19484,BRANCA,1139,,0,2022
90,CH,85036,A,8,0,,2.13934,0.64135,0.21384,BRANCA,1139,,0,2022
89,CH,84498,B,16,0,,1.75403,2.88546,0.32846,BRANCA,1139,,0,2022
88,CH,49174,D,20,0,,1.51268,0.35348,0.15001,BRANCA,1139,,0,2022
87,CH,96017,A,13,0,,1.18506,2.00777,0.19176,BRANCA,1139,,0,2022
86,CH,140431,B,14,0,,1.84867,1.82987,0.24446,BRANCA,1139,,0,2022
85,CH,141133,D,13,0,,3.00939,-0.93143,0.1978,BRANCA,1139,,0,2022
84,CH,141071,E,30,0,,1.9274,1.50522,0.24292,BRANCA,1139,,0,2022
83,CH,97671,B,25,0,,1.64294,1.66613,0.28317,BRANCA,1139,,0,2022
82,CH,118141,B,25,0,,2.31834,0.68056,0.18756,BRANCA,1139,,0,2022
81,CH,111782,B,11,0,,2.26375,1.88337,0.11935,BRANCA,1139,,0,2022
80,CH,84889,C,24,0,,2.2274,1.13094,0.18159,BRANCA,1139,,0,2022
79,CH,97405,A,8,0,,2.26097,0.38595,0.21827,BRANCA,1139,,0,2022
78,CH,141356,E,10,0,,2.87862,0.56552,0.16946,BRANCA,1139,,0,2022
77,CH,118014,A,9,0,,1.5237,1.32003,0.22572,BRANCA,1139,,0,2022
76,CH,140422,D,27,0,,2.10338,1.83766,0.16224,BRANCA,1139,,0,2022
75,CH,140198,B,27,0,,1.17746,-0.4538,0.19805,BRANCA,1139,,0,2022
74,CH,141141,C,11,0,,1.21209,0.55311,0.20862,BRANCA,1139,,0,2022
73,CH,141124,C,28,0,,1.88304,0.18672,0.20043,BRANCA,1139,,0,2022
72,CH,118107,D,21,0,,1.64494,-0.6571,0.20244,BRANCA,1139,,0,2022
71,CH,141304,B,29,0,,1.67473,0.01612,0.19993,BRANCA,1139,,0,2022
70,CH,96676,D,22,0,,1.62818,1.50116,0.16516,BRANCA,1139,,0,2022
69,CH,97182,A,1,0,,1.23597,0.07834,0.19596,BRANCA,1139,,0,2022
68,CH,140524,B,2,0,,3.14882,0.15644,0.1973,BRANCA,1139,,0,2022
67,CH,111947,B,25,0,,1.85179,0.16222,0.24226,BRANCA,1139,,0,2022
66,CH,111797,A,7,0,,0.85804,0.04376,0.19339,BRANCA,1139,,0,2022
65,CH,27016,C,26,0,,1.9882,1.93009,0.21279,BRANCA,1139,,0,2022
64,CH,87862,C,2,0,,1.95212,0.2234,0.17538,BRANCA,1139,,0,2022
63,CH,38284,D,13,0,,1.12991,1.47834,0.18572,BRANCA,1139,,0,2022
62,CH,26266,B,6,0,,1.21623,2.32907,0.27728,BRANCA,1139,,0,2022
61,CH,111858,B,21,0,,1.47839,0.98914,0.11347,BRANCA,1139,,0,2022
60,CH,141373,A,20,0,,1.7185,0.37675,0.19647,BRANCA,1139,,0,2022
59,CH,84166,C,15,0,,1.69897,1.58407,0.24098,BRANCA,1139,,0,2022
58,CH,141012,B,15,0,,2.66229,1.4555,0.15398,BRANCA,1139,,0,2022
57,CH,140448,A,17,0,,3.25322,0.38837,0.2039,BRANCA,1139,,0,2022
56,CH,88321,D,27,0,,1.72576,1.21177,0.12231,BRANCA,1139,,0,2022
55,CH,141120,E,12,0,,3.22378,0.16145,0.19911,BRANCA,1139,,0,2022
54,CH,97710,C,2,0,,2.30268,2.77269,0.20734,BRANCA,1139,,0,2022
53,CH,96531,A,3,0,,1.93047,1.3278,0.31414,BRANCA,1139,,0,2022
52,CH,140589,C,18,0,,1.90997,0.43177,0.17218,BRANCA,1139,,0,2022
51,CH,141330,E,17,0,,2.5062,0.59575,0.20026,BRANCA,1139,,0,2022
50,CH,97875,E,11,0,,0.80836,0.73522,0.18442,BRANCA,1139,,0,2022
49,CH,89148,C,4,0,,1.47439,0.375,0.174,BRANCA,1139,,0,2022
48,CH,111955,C,3,0,,2.32506,1.21057,0.08142,BRANCA,1139,,0,2022
47,CH,140222,C,5,0,,2.20684,0.49143,0.16913,BRANCA,1139,,0,2022
46,CH,141062,A,6,0,,2.7926,0.38416,0.19484,BRANCA,1140,,0,2022
90,CH,85036,A,8,0,,2.13934,0.64135,0.21384,BRANCA,1140,,0,2022
89,CH,84498,B,16,0,,1.75403,2.88546,0.32846,BRANCA,1140,,0,2022
88,CH,49174,D,20,0,,1.51268,0.35348,0.15001,BRANCA,1140,,0,2022
87,CH,96017,A,13,0,,1.18506,2.00777,0.19176,BRANCA,1140,,0,2022
86,CH,140431,B,14,0,,1.84867,1.82987,0.24446,BRANCA,1140,,0,2022
85,CH,141133,D,13,0,,3.00939,-0.93143,0.1978,BRANCA,1140,,0,2022
84,CH,141071,E,30,0,,1.9274,1.50522,0.24292,BRANCA,1140,,0,2022
83,CH,97671,B,25,0,,1.64294,1.66613,0.28317,BRANCA,1140,,0,2022
82,CH,118141,B,25,0,,2.31834,0.68056,0.18756,BRANCA,1140,,0,2022
81,CH,111782,B,11,0,,2.26375,1.88337,0.11935,BRANCA,1140,,0,2022
80,CH,84889,C,24,0,,2.2274,1.13094,0.18159,BRANCA,1140,,0,2022
79,CH,97405,A,8,0,,2.26097,0.38595,0.21827,BRANCA,1140,,0,2022
78,CH,141356,E,10,0,,2.87862,0.56552,0.16946,BRANCA,1140,,0,2022
77,CH,118014,A,9,0,,1.5237,1.32003,0.22572,BRANCA,1140,,0,2022
76,CH,140422,D,27,0,,2.10338,1.83766,0.16224,BRANCA,1140,,0,2022
75,CH,140198,B,27,0,,1.17746,-0.4538,0.19805,BRANCA,1140,,0,2022
74,CH,141141,C,11,0,,1.21209,0.55311,0.20862,BRANCA,1140,,0,2022
73,CH,141124,C,28,0,,1.88304,0.18672,0.20043,BRANCA,1140,,0,2022
72,CH,118107,D,21,0,,1.64494,-0.6571,0.20244,BRANCA,1140,,0,2022
71,CH,141304,B,29,0,,1.67473,0.01612,0.19993,BRANCA,1140,,0,2022
70,CH,96676,D,22,0,,1.62818,1.50116,0.16516,BRANCA,1140,,0,2022
69,CH,97182,A,1,0,,1.23597,0.07834,0.19596,BRANCA,1140,,0,2022
68,CH,140524,B,2,0,,3.14882,0.15644,0.1973,BRANCA,1140,,0,2022
67,CH,111947,B,25,0,,1.85179,0.16222,0.24226,BRANCA,1140,,0,2022
66,CH,111797,A,7,0,,0.85804,0.04376,0.19339,BRANCA,1140,,0,2022
65,CH,27016,C,26,0,,1.9882,1.93009,0.21279,BRANCA,1140,,0,2022
64,CH,87862,C,2,0,,1.95212,0.2234,0.17538,BRANCA,1140,,0,2022
63,CH,38284,D,13,0,,1.12991,1.47834,0.18572,BRANCA,1140,,0,2022
62,CH,26266,B,6,0,,1.21623,2.32907,0.27728,BRANCA,1140,,0,2022
61,CH,111858,B,21,0,,1.47839,0.98914,0.11347,BRANCA,1140,,0,2022
